72 1:7,2:4,3:23,4:3,5:1,6:3,8:2,9:1,10:2,11:32,12:12,13:1,14:5,15:4,17:1,18:8,21:2,23:16,26:2,27:36,29:2,31:2,35:1,40:2,41:1,45:3,50:1,51:2,52:2,55:1,56:3,59:2,81:3,82:1,88:4,91:1,93:1,99:1,109:1,111:3,115:1,120:1,124:1,129:3,133:1,136:1,139:1,141:3,144:1,147:3,167:1,191:1,196:1,207:1,239:1,256:3,371:1,395:1,438:1,452:12,467:1,489:1,593:1,619:1,649:1,879:2,1180:1,1577:2,1760:1,1867:1,2128:1,4389:2
16 6:1,7:1,24:2,77:1,90:1,112:2,174:1,208:1,314:2,507:1,604:1,644:1,1274:2,1616:1,2418:2,2758:1
89 1:19,2:4,3:14,4:3,5:3,6:5,7:7,8:4,9:8,11:2,12:4,13:3,14:3,15:2,16:1,17:2,20:6,21:2,23:2,24:3,25:2,27:5,28:1,29:2,31:2,32:1,36:6,39:1,44:6,46:6,52:2,55:1,56:3,58:12,63:5,68:4,70:1,82:1,86:1,89:1,99:1,100:3,108:1,130:3,133:1,138:1,141:1,143:1,153:1,154:1,160:3,210:1,213:3,214:1,231:1,295:1,303:1,310:1,320:2,332:1,348:2,357:1,372:1,427:5,430:1,434:2,536:1,547:2,608:3,612:1,637:1,642:1,666:1,670:2,707:1,755:1,765:1,942:1,971:1,1155:1,1242:1,1332:1,1788:1,1796:1,2054:1,2190:3,2288:3,2877:1,2939:1
114 1:17,2:5,3:30,4:4,5:3,6:5,7:3,8:2,9:4,10:4,11:2,12:2,13:1,14:2,15:3,16:2,17:2,18:3,19:1,20:11,21:3,22:2,23:3,25:1,26:7,27:1,29:3,30:1,32:1,33:1,34:3,35:3,37:3,39:1,40:1,41:9,43:3,45:1,48:1,50:4,57:3,58:1,63:1,68:2,70:2,73:1,78:1,79:1,83:1,84:1,88:1,95:3,99:1,100:1,115:1,124:1,131:1,135:1,139:1,142:1,145:1,148:2,152:1,153:1,155:2,157:1,162:1,164:1,175:2,178:1,180:1,204:1,210:1,211:2,219:1,234:1,256:1,267:1,280:1,299:1,306:1,310:1,316:1,336:2,341:2,374:1,393:6,406:1,509:1,567:1,682:1,698:1,752:1,811:1,813:1,843:1,871:1,905:1,911:1,918:1,963:1,1055:1,1144:1,1166:2,1283:1,1411:1,1547:1,1711:1,1950:1,2661:1,2924:1,3547:1,3826:1,4866:1
72 1:18,2:3,3:3,4:13,5:1,7:5,8:3,9:4,10:4,11:18,12:1,15:3,16:6,17:9,20:5,22:1,25:2,31:4,32:2,34:2,35:1,37:3,39:1,41:9,45:4,46:11,48:2,51:2,57:1,64:1,65:1,67:2,76:10,78:2,82:1,88:2,94:2,97:2,100:1,116:6,120:2,121:8,137:2,153:4,154:2,167:2,168:4,199:2,206:1,249:1,293:5,302:2,303:1,312:1,335:4,348:5,376:1,395:1,481:3,502:2,509:1,551:1,588:4,771:2,935:3,962:1,1019:4,1597:2,1662:1,3408:1,3640:5,3923:2
77 1:42,2:6,3:32,4:4,5:5,8:16,9:3,11:2,12:1,16:7,17:2,18:3,20:24,21:9,23:1,25:2,27:24,28:24,31:3,34:13,37:11,40:17,43:6,45:1,50:3,58:5,66:12,68:1,70:1,71:11,85:2,101:1,105:3,107:1,118:4,130:9,131:1,134:1,137:1,142:6,144:1,146:9,148:1,160:1,164:1,165:9,172:1,184:1,203:2,227:1,248:1,266:2,290:1,319:1,320:1,322:9,330:9,331:1,350:1,369:1,396:9,439:1,465:3,466:1,492:1,508:9,637:1,705:1,742:1,847:1,890:3,1004:9,1175:24,1182:1,1290:1,1306:1,3260:1
80 1:8,2:11,3:8,4:5,5:2,6:1,7:11,9:1,10:6,11:3,12:1,13:2,14:4,15:8,16:3,19:4,21:1,25:10,27:1,31:2,32:1,40:1,41:1,45:1,50:2,51:1,52:3,55:1,59:1,60:7,62:6,68:5,69:1,83:2,84:2,105:2,126:1,130:2,140:1,144:2,148:2,150:1,156:1,180:2,182:3,188:2,190:1,196:1,200:3,201:1,262:1,278:1,303:1,310:1,340:2,353:2,361:1,434:5,486:1,525:1,531:1,645:1,656:1,672:1,697:1,770:1,962:2,985:2,1252:1,1326:1,1768:1,1778:1,1827:1,2060:1,2185:1,2466:1,2861:1,3035:1,4556:1,4822:1
151 4:2,5:1,6:10,7:7,24:8,38:24,42:19,47:24,60:4,77:27,90:20,102:21,104:41,112:3,117:10,128:2,158:4,170:3,171:1,174:6,177:2,179:7,183:1,208:5,209:6,226:3,246:11,263:1,272:3,286:6,315:2,317:1,321:5,351:2,381:1,387:3,391:4,411:1,421:2,467:3,493:2,505:1,507:1,530:1,533:1,537:1,556:1,558:5,560:3,598:1,629:1,650:1,657:1,709:1,715:1,737:2,744:1,778:1,801:2,831:2,835:1,873:2,913:1,928:1,944:1,964:1,984:2,1013:1,1033:2,1165:1,1194:2,1219:2,1220:1,1271:1,1273:3,1274:1,1297:1,1299:1,1300:1,1315:1,1347:1,1362:1,1367:2,1376:1,1377:1,1381:1,1502:1,1517:1,1560:2,1562:2,1574:1,1589:2,1623:1,1694:1,1734:2,1927:2,1943:1,1953:1,1969:1,2035:1,2089:1,2353:2,2492:1,2512:1,2542:1,2600:1,2666:1,2782:3,2890:1,2907:1,2927:1,2955:1,2965:1,2966:1,3021:1,3025:1,3042:1,3086:2,3093:1,3121:1,3129:1,3148:1,3182:1,3186:1,3192:2,3242:2,3269:1,3283:1,3308:1,3311:1,3436:1,3448:1,3477:1,3726:3,3843:3,4010:1,4231:1,4309:2,4403:3,4434:1,4448:1,4575:1,4708:1,4740:1,4748:2,4751:1,4827:1,4853:1,4869:1,4895:1,4958:1
67 1:4,2:8,3:14,4:2,6:2,7:10,8:1,9:2,12:1,13:5,14:1,15:12,16:2,17:1,22:7,23:1,25:2,26:6,30:4,33:4,34:3,39:6,46:3,49:5,51:2,55:1,56:3,57:1,66:3,68:6,72:2,81:3,99:4,106:1,110:1,115:1,133:1,134:1,136:1,137:1,144:2,148:1,155:1,168:1,215:1,217:3,251:3,264:1,271:1,300:1,350:1,360:1,364:1,372:9,419:1,438:1,445:1,488:2,494:1,539:1,872:1,1174:1,1197:3,2640:1,3482:1,3966:1,4774:1
64 1:6,2:6,3:4,4:2,5:1,6:5,7:1,8:3,9:1,10:3,12:3,14:5,15:1,16:2,17:2,20:2,24:2,28:1,32:2,33:1,34:2,37:1,39:1,43:3,51:1,52:2,53:1,54:2,57:3,62:1,68:1,81:1,85:1,91:3,93:1,95:1,96:1,99:1,121:1,127:2,138:1,143:2,194:1,196:1,257:3,260:2,292:1,323:1,328:2,329:2,332:3,344:1,371:1,403:3,419:1,445:1,502:1,724:1,745:1,783:1,965:1,1768:1,2128:1,2938:1
81 2:4,3:1,4:2,5:4,8:1,10:4,15:2,16:1,17:1,21:2,22:1,24:1,26:1,27:6,30:1,31:2,34:1,35:1,41:1,43:1,45:1,49:1,51:1,53:2,54:10,55:1,57:1,58:1,60:15,62:1,68:1,69:1,72:1,78:1,84:1,85:1,88:2,91:1,93:1,94:1,101:1,107:1,108:1,115:1,116:1,124:2,126:3,136:1,142:1,143:1,144:1,159:1,166:6,167:1,169:6,180:1,199:1,259:1,313:1,320:1,322:1,333:1,352:1,406:1,439:2,608:2,656:1,727:1,749:1,760:1,762:1,768:1,771:1,832:1,968:1,1003:1,1361:1,2122:1,2247:1,2742:1,4746:1
273 1:18,2:35,3:13,4:12,5:10,6:7,7:7,8:19,9:3,10:11,11:11,12:15,13:1,14:5,15:2,16:1,17:5,18:4,19:4,20:1,22:3,23:3,24:4,25:2,26:4,28:1,30:4,31:1,32:6,33:5,34:2,36:13,37:1,39:2,40:1,41:1,43:5,45:1,48:3,49:2,50:2,51:1,52:1,54:2,58:1,59:4,60:1,62:1,64:1,67:2,68:2,69:1,71:10,72:1,73:1,75:2,76:1,78:2,79:2,80:1,81:1,83:1,91:1,93:1,94:1,97:1,98:1,99:2,103:2,105:4,107:2,121:1,122:2,123:1,124:2,126:1,141:1,142:2,143:1,146:1,149:1,153:1,156:1,162:1,163:1,165:1,167:2,171:1,174:3,175:1,176:5,182:1,184:1,185:1,190:3,202:1,203:1,204:1,210:1,219:2,229:1,237:2,241:1,248:1,251:1,258:1,259:1,260:1,261:2,275:1,276:1,279:1,282:1,291:2,297:1,301:1,303:1,308:1,310:1,318:1,322:2,323:1,334:1,339:1,353:1,358:1,361:1,374:2,378:1,389:1,390:2,423:1,437:1,438:1,440:1,445:1,455:2,461:1,470:2,475:1,477:1,478:1,484:1,524:1,535:2,557:1,565:1,606:2,618:2,622:1,631:1,655:1,658:9,697:1,707:1,717:1,720:2,724:1,748:1,758:1,792:1,798:1,824:1,863:1,864:1,868:1,872:1,878:1,880:1,899:1,976:1,996:1,1007:1,1020:3,1035:1,1049:1,1077:1,1089:1,1093:1,1112:1,1129:1,1179:1,1180:1,1186:1,1205:1,1209:1,1242:1,1248:1,1268:1,1276:2,1323:2,1329:1,1337:1,1350:1,1371:2,1445:1,1519:1,1582:1,1617:1,1619:2,1646:1,1712:1,1738:1,1741:1,1748:1,1769:1,1812:1,1813:2,1818:1,1826:1,1886:1,1888:1,1937:1,1939:1,1966:1,1972:1,2007:1,2053:1,2100:1,2125:1,2155:1,2186:1,2189:1,2197:1,2221:1,2295:1,2411:1,2447:1,2449:1,2493:1,2513:1,2540:1,2544:2,2610:2,2625:1,2628:1,2678:2,2847:1,2877:1,2885:1,2959:1,2987:1,3002:1,3063:1,3074:1,3080:1,3145:1,3236:1,3310:1,3336:2,3380:1,3391:1,3405:1,3423:1,3432:1,3557:1,3704:1,3710:1,3734:1,3819:1,3852:4,3944:1,4036:1,4048:1,4142:1,4159:1,4229:1,4305:1,4311:5,4340:1,4359:1,4391:1,4917:1,4931:10
78 6:4,7:4,20:6,24:1,38:6,42:5,69:1,117:1,151:8,183:7,226:1,236:1,253:1,378:1,386:4,412:2,441:2,473:4,511:4,532:3,703:1,746:1,781:1,791:1,818:2,822:1,828:1,873:1,917:1,966:1,1057:4,1087:1,1140:1,1279:1,1291:1,1305:1,1337:5,1427:1,1504:1,1509:1,1549:1,1676:1,1681:2,1724:1,1792:1,1814:2,1821:2,1865:1,1876:1,2042:2,2575:1,2739:1,2832:1,2895:1,2945:1,2949:1,3037:1,3102:2,3118:2,3218:1,3246:1,3344:1,3390:2,3465:1,3487:2,3699:1,3702:1,3979:1,4002:1,4128:2,4463:1,4561:1,4573:1,4596:1,4603:1,4692:1,4777:1,4877:1
47 2:1,3:7,4:3,5:1,6:1,8:2,9:1,12:2,14:3,15:1,18:4,22:1,25:1,26:1,31:1,32:1,43:1,45:1,62:1,72:1,75:1,92:1,95:1,101:1,103:1,125:1,145:1,147:1,171:1,195:1,216:1,328:1,592:1,595:1,623:1,894:1,1106:2,1148:1,1513:1,1784:1,1970:1,2933:1,3204:1,3666:1,3869:1,4030:1,4047:1
316 1:31,2:50,3:26,4:13,5:13,6:18,7:4,8:30,9:6,10:6,11:9,12:11,13:6,14:5,15:6,16:5,17:9,18:3,19:7,20:7,22:6,23:10,24:7,25:2,26:3,27:2,28:4,29:2,30:3,32:3,33:1,34:5,35:1,36:11,37:5,39:4,40:1,43:2,44:1,45:2,48:6,49:4,50:4,51:1,52:2,54:2,55:5,56:1,57:1,58:3,59:2,60:2,61:2,62:3,63:1,64:4,65:2,66:4,67:1,68:2,69:2,70:1,71:3,73:2,74:1,75:4,76:2,78:2,79:1,81:2,82:1,83:1,85:2,86:1,88:1,89:2,91:2,92:1,93:1,94:4,95:5,97:1,99:3,103:8,105:2,109:1,110:2,111:1,116:1,118:4,125:2,126:2,129:2,130:1,133:1,135:2,136:1,138:4,141:1,142:1,143:1,146:6,147:1,149:1,155:5,156:2,157:1,160:1,161:4,162:2,165:2,167:1,169:1,170:1,172:1,182:1,185:1,188:1,190:4,200:2,201:3,202:1,203:1,207:2,210:3,212:4,227:2,231:1,234:4,235:1,238:1,242:1,250:1,259:1,261:1,265:1,266:2,269:2,271:3,279:1,281:1,283:1,289:2,290:1,293:1,299:2,302:1,304:1,308:1,310:1,311:1,313:1,320:2,322:1,323:1,324:3,330:1,334:2,335:1,338:3,351:1,358:1,359:1,364:1,369:1,372:1,378:1,380:1,384:2,390:1,409:2,415:1,416:1,419:2,422:1,426:1,430:2,431:1,438:2,439:2,440:1,447:1,455:1,470:3,472:1,499:1,506:1,524:1,535:1,538:2,544:4,548:1,555:4,575:1,581:1,610:2,639:1,645:1,651:1,667:1,672:1,680:1,688:1,697:1,716:1,717:1,724:1,798:1,802:1,836:1,854:1,865:1,900:1,901:1,906:1,912:1,921:1,924:1,943:2,948:1,952:1,959:1,970:1,971:1,979:1,993:1,997:1,1061:2,1064:1,1069:2,1089:1,1093:1,1094:1,1103:1,1111:1,1144:1,1151:2,1192:1,1195:1,1255:1,1276:1,1298:1,1341:1,1376:1,1386:1,1400:1,1459:1,1489:1,1512:1,1527:1,1533:1,1625:1,1683:1,1728:1,1753:1,1757:1,1801:1,1839:2,1843:2,1875:1,1882:2,1910:1,1972:1,1983:1,2003:1,2010:1,2016:1,2021:1,2073:2,2104:1,2133:1,2149:1,2208:5,2229:3,2246:1,2315:1,2365:1,2395:2,2466:1,2507:1,2603:1,2628:1,2640:1,2650:1,2656:1,2662:1,2736:1,2740:1,2817:1,2860:1,2912:1,2959:1,2982:1,3023:2,3032:1,3125:1,3256:1,3312:1,3329:1,3369:1,3455:1,3527:1,3569:1,3598:1,3675:1,3797:1,4036:1,4075:1,4223:1,4386:1,4458:1,4482:2,4484:1,4645:1,4764:1,4816:1
93 2:20,3:8,4:2,5:32,6:4,8:1,9:1,10:3,12:1,14:6,18:10,22:11,23:1,35:1,40:1,41:1,43:1,44:1,45:1,50:3,52:2,53:1,55:1,63:2,74:2,79:1,80:1,89:10,105:2,115:1,129:1,133:3,141:1,143:1,150:2,161:1,164:1,176:1,180:1,206:2,207:1,211:1,217:1,240:8,245:1,262:1,278:1,292:1,297:1,302:2,310:2,323:1,330:1,332:1,338:2,347:1,370:1,381:1,440:1,445:1,446:1,450:1,460:1,503:1,518:1,540:1,542:1,597:10,607:1,619:1,623:1,631:1,651:1,668:1,726:1,1123:1,1331:1,1456:1,2063:1,2087:1,2224:6,2290:1,2292:1,2297:1,2335:1,2354:1,2417:1,3097:1,3158:1,3217:1,3983:1,3990:1,4242:1
80 1:6,2:1,3:11,4:5,5:5,6:4,8:3,9:4,10:1,11:4,12:1,13:1,14:5,15:1,16:1,17:3,18:3,20:1,22:3,23:2,24:2,25:2,26:2,28:1,29:5,34:1,35:5,39:1,44:1,45:1,48:1,50:4,51:3,52:3,62:2,69:1,75:1,78:2,95:1,96:1,107:1,108:3,132:1,134:3,140:1,141:1,144:2,149:2,195:5,214:1,225:2,231:1,232:1,308:1,342:2,344:1,394:1,409:1,426:1,427:5,477:1,478:2,489:2,528:1,622:1,699:1,756:2,769:1,926:1,1152:1,1341:1,1438:2,1489:1,1498:1,1698:1,2249:1,2532:1,2836:1,2947:1,3496:1
72 6:2,7:4,24:7,38:16,42:3,47:2,77:5,90:3,102:2,104:4,112:5,114:2,117:3,128:2,158:2,170:2,177:1,179:1,208:2,209:2,236:1,246:1,263:1,315:1,317:1,387:1,388:2,391:1,405:1,478:1,493:3,505:1,526:1,530:1,604:1,685:1,715:3,723:1,744:1,795:2,828:2,944:1,992:2,1013:1,1029:1,1158:2,1302:1,1342:2,1347:1,1467:1,1504:1,1517:1,1574:1,1657:1,1674:1,1731:2,1765:2,2002:2,2164:1,2188:2,2201:1,2576:1,2744:1,2758:1,2787:1,3040:3,3275:1,3376:1,4128:1,4333:1,4481:1,4961:1
97 1:4,2:8,3:3,4:12,5:6,6:1,7:6,8:4,9:6,10:5,12:2,13:3,14:1,15:1,16:3,17:1,18:1,19:7,20:2,21:5,22:1,25:3,26:4,31:1,32:2,34:2,35:3,36:2,39:1,41:4,43:2,46:7,48:2,49:12,51:2,66:1,70:3,71:3,75:1,79:1,87:1,92:1,96:5,99:3,100:1,105:3,113:3,125:10,131:1,132:1,133:7,140:1,142:1,153:3,176:2,196:1,199:1,238:1,257:1,270:3,297:1,306:2,322:1,352:1,370:1,382:2,393:1,394:1,409:1,433:2,478:1,504:3,516:2,520:1,531:3,548:3,624:1,641:1,669:3,681:3,753:2,784:1,812:1,1040:1,1102:1,1424:3,1624:1,1955:1,1977:3,2191:3,2505:1,2644:1,2803:1,2866:2,3039:3,3109:1,4599:2
38 1:2,2:4,3:4,4:2,5:3,8:3,9:7,10:1,12:2,13:2,19:6,29:2,31:4,34:3,35:1,37:4,43:4,54:2,55:4,66:1,84:1,88:2,110:2,125:4,141:2,149:4,178:2,199:2,231:2,254:2,280:1,459:2,534:2,626:2,723:2,824:1,1121:1,1144:1
26 1:2,2:1,3:1,4:1,10:3,12:1,13:1,27:1,28:3,30:1,31:3,53:4,88:2,124:1,129:1,134:2,202:1,211:1,263:1,308:1,460:2,656:1,1450:1,1858:1,2331:1,2442:1
53 1:5,4:2,5:4,7:16,11:9,13:4,24:1,25:4,27:5,28:4,31:5,40:3,55:1,56:1,59:3,75:1,79:1,81:4,97:1,107:1,115:5,124:2,153:4,160:1,183:5,188:1,233:1,237:1,256:1,257:2,274:15,280:10,297:2,334:1,346:2,413:5,420:1,439:1,576:6,577:1,620:2,997:2,1146:2,1212:5,1329:1,1372:3,1392:1,1909:3,2156:2,2444:1,2674:10,3369:5,3682:2
40 1:6,3:12,4:1,7:5,8:4,9:4,12:1,14:2,17:1,18:3,23:3,25:2,26:1,27:2,29:4,44:3,56:3,57:1,70:2,73:3,82:1,92:3,96:2,100:1,110:5,121:1,130:1,140:1,157:1,162:2,178:1,188:1,232:2,238:3,239:1,251:1,357:1,372:5,670:3,1131:2
79 10:8,21:1,54:16,97:10,102:1,122:4,123:5,140:2,158:1,181:13,189:50,218:13,286:1,365:1,385:12,400:6,442:5,463:4,541:3,550:8,559:2,600:3,653:1,671:4,734:3,740:3,785:7,807:8,834:3,919:1,920:7,958:1,995:2,1025:1,1035:1,1060:3,1084:2,1229:1,1258:6,1271:1,1284:3,1378:1,1422:2,1509:1,1604:1,1649:1,1828:3,2051:5,2159:2,2170:4,2327:3,2573:9,2816:2,2846:1,2859:1,2862:1,3007:1,3156:1,3224:3,3356:3,3360:1,3507:1,3602:3,3605:1,3630:3,3735:3,3740:1,3754:4,3773:3,3799:1,3811:1,3963:1,4373:3,4528:1,4580:1,4652:1,4768:1,4820:1,4921:1
34 6:1,7:1,24:5,47:1,77:1,90:1,104:1,112:5,128:1,236:1,253:24,286:1,387:4,411:2,570:1,598:1,604:1,644:3,744:5,800:1,862:4,873:1,964:1,1063:4,1210:1,1238:1,1299:1,1302:1,1605:1,2220:1,3053:1,3132:4,3559:1,4001:1
248 1:15,2:37,3:37,4:13,5:17,6:12,7:7,8:9,9:21,10:5,11:6,12:4,13:5,14:13,15:15,16:4,17:2,19:7,20:3,23:6,24:5,25:6,26:5,27:1,28:4,29:3,30:3,31:7,32:11,33:2,34:4,35:1,36:6,37:1,39:5,41:1,44:1,45:6,46:2,48:2,49:1,50:3,51:2,52:5,54:9,55:2,56:1,57:5,58:1,59:6,62:1,64:1,66:1,68:2,69:3,70:5,72:3,78:3,79:1,82:1,83:1,89:2,91:4,95:5,98:1,100:1,103:2,105:1,110:1,113:1,120:1,124:1,130:2,131:1,132:1,133:1,135:2,136:1,137:1,138:6,141:2,144:1,147:1,149:2,150:1,151:1,155:1,157:1,182:3,184:1,185:1,191:1,192:2,193:4,200:2,207:2,219:4,220:4,223:1,226:1,242:2,245:2,256:1,261:5,277:1,281:1,282:1,291:1,297:1,300:1,302:1,324:1,335:1,338:1,349:1,357:4,358:3,373:2,374:1,377:1,378:1,396:4,424:1,429:1,455:2,470:2,485:2,486:3,514:1,516:1,519:1,523:2,540:1,553:2,555:11,563:1,575:1,587:1,618:1,625:1,637:1,639:1,658:1,663:1,667:1,687:1,693:1,696:1,707:1,721:1,729:1,739:1,761:1,763:1,771:1,777:1,874:6,886:1,904:1,922:1,952:2,971:1,979:1,995:1,1008:1,1017:1,1037:2,1038:2,1068:1,1106:1,1125:5,1138:1,1144:1,1171:1,1174:1,1180:5,1182:1,1195:2,1205:3,1257:1,1285:3,1300:1,1303:1,1321:1,1330:2,1368:1,1381:1,1390:1,1395:1,1461:1,1463:1,1491:1,1536:1,1545:1,1564:1,1565:1,1612:1,1625:3,1650:1,1651:1,1678:1,1744:4,1756:1,1813:1,1851:1,1949:1,1957:3,2003:1,2083:1,2147:1,2276:1,2292:1,2308:1,2364:1,2499:1,2539:1,2566:1,2585:2,2593:1,2715:3,2737:2,2745:1,2754:1,2885:3,2888:1,2891:1,2894:1,2947:1,3003:1,3078:1,3094:1,3234:1,3355:1,3361:2,3368:2,3401:1,3537:2,3589:2,3792:1,3861:1,4043:1,4335:1,4554:1,4583:1,4679:1,4714:1,4783:1,4835:2
47 7:4,24:12,38:7,42:7,90:1,104:2,112:1,114:3,117:3,128:2,170:6,174:3,179:3,236:1,263:1,272:2,286:2,321:5,387:3,388:1,411:3,490:2,493:1,505:2,621:3,715:1,826:1,900:1,1013:2,1058:1,1201:1,1254:1,1403:1,1653:1,1684:3,1766:1,1897:1,1936:1,1995:2,2472:1,2474:2,2660:2,2671:1,2739:2,2956:1,3719:1,4646:1
24 1:2,2:4,3:3,7:4,20:1,21:1,23:1,26:3,30:1,31:2,32:1,40:3,67:1,93:6,109:4,115:1,173:1,225:1,251:1,355:1,551:6,1548:4,1686:1,1742:1
50 1:3,2:1,3:1,4:1,5:1,6:3,10:2,12:1,13:1,16:1,18:5,23:1,25:1,28:3,29:1,30:1,36:1,40:1,43:6,54:1,62:1,79:1,81:3,87:2,89:2,93:1,126:1,131:1,142:1,146:1,153:1,186:6,197:1,214:1,216:1,252:1,262:5,265:1,307:1,313:2,346:2,534:1,613:1,674:1,728:2,745:1,1131:1,2011:1,2704:1,4782:1
